Product Code,Product Label,"UAE export to south africa Value in 2022, USD thousands","nnual growth in value uae export to south africa between 2018-2022, %, p.a","Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported from uae to south africa in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"south africa imports from world Value in 2022, USD thousand ","Annual growth south africa imports from world  in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported from south africa to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Uae export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","UAE Share in world exports, % ",Quantity exported from uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
847170,Storage units for automatic data-processing machines,10,7,0,0,"1,105",Units,9,,"179,857",-2,0,"2,671,241",Units,67,"35,695",36,0,0,Units,,-
847180,"Units for automatic data-processing machines (excl. processing units, input or output units . . .",134,34,2,0,"3,091",Units,43,,"62,590",-10,0,"628,635",Units,100,"7,675",-24,0,0,Units,,-
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and . . .",22,-41,0,0,324,Units,68,,"38,474",-9,1,"694,852",Units,55,"7,321",-3,0,0,Units,,229
847210,"Duplicating machines ""hectograph or stencil"" (excl. printing machines and photocopying or thermo-copying . . .",,,,0,,,,,"1,517",11,4,"3,392",Units,447,12,10,0,0,Units,,13
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines . . .",,,,0,,,,,"1,813",21,1,364,Units,"4,981",8,-3,0,0,Units,,
847290,"Office machines, n.e.s.",,,,0,,,,,"74,635",9,2,"2,283,555",Units,33,"1,858",-23,0,0,Units,,
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or . . .",,,,0,,,,,"2,101",20,1,46,Tons,"45,674",135,49,0,0,Tons,,46
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers . . .",,,,0,,,,,"7,917",11,0,0,Tons,,"1,034",-9,0,0,Tons,,20
847330,Parts and accessories of automatic data-processing machines or for other machines of heading . . .,301,25,1,0,70,No quantity,"4,300",,"155,597",-4,0,0,No quantity,,"42,769",6,0,0,No quantity,,
847340,"Parts and accessories of other office machines of heading 8472, n.e.s.",,,,0,,,,,"16,395",-3,1,242,Tons,"67,748","1,556",-22,0,187,Tons,"58,727",
847350,Parts and accessories equally suitable for use with machines of two or more of the headings . . .,,,,0,,,,,"2,903",0,0,63,Tons,"46,079",901,-9,0,107,Tons,"69,009",
847410,"Sorting, screening, separating or washing machines for solid mineral substances, incl. those . . .",,,,0,,,,,"29,087",-14,1,"8,167",Units,"3,562","2,560",0,0,0,Units,,152
847420,Crushing or grinding machines for solid mineral substances,,,,0,,,,,"33,907",-4,1,"82,964",Units,409,827,10,0,0,Units,,171
847431,Concrete or mortar mixers (excl. those mounted on railway wagons or lorry chassis),,,,0,,,,,"8,096",5,1,"8,108",Units,999,601,-28,0,0,Units,,40
847432,Machines for mixing mineral substances with bitumen,,,,0,,,,,306,-50,0,54,Units,"5,667",6,-28,0,0,Units,,4
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form . . .",,,,0,,,,,"2,545",11,0,"8,995",Units,283,920,21,0,0,Units,,5
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened . . .",,,,0,,,,,"23,864",-6,1,"17,414",Units,"1,370",980,-8,0,0,Units,,27
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",437,-30,1,0,119,Tons,"3,672",,"145,919",5,2,"28,309",Tons,"5,155","30,804",7,0,0,Tons,,-
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass . . .",,,0,0,,,,,29,-28,0,0,No quantity,,,,,0,No quantity,,6
847521,Machines for making optical fibres and preforms thereof,,,0,0,,,,,32,30,0,0,No quantity,,,,,0,No quantity,,
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical . . .,,,,0,,,,,"18,069",9,2,449,No quantity,"40,243",94,-30,0,0,No quantity,,4
847590,"Parts of machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, . . .",,,,0,,,,,"16,943",11,0,0,No quantity,,"71,003",198,1,0,No quantity,,37
847621,Automatic beverage-vending machines incorporating heating or refrigerating devices,,,,0,,,,,"1,373",-15,0,0,No quantity,,33,70,0,0,No quantity,,
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",,,,0,,,,,70,-35,0,116,Units,603,2,-18,0,0,Units,,
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excl. automatic . . .,,,,0,,,,,216,-22,0,0,No quantity,,142,"1,148",0,0,No quantity,,2
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing . . .",,,,0,,,,,"1,204",0,0,"4,817",No quantity,250,3,-38,0,0,No quantity,,-
847690,"Parts of automatic goods-vending machines, incl. money changing machines, n.e.s.",,,,0,,,,,814,-10,0,0,No quantity,,37,-12,0,0,No quantity,,
847710,Injection-moulding machines for working rubber or plastics,,,,0,,,,,"36,500",1,1,"25,253",No quantity,"1,445","4,650",15,0,0,No quantity,,
847720,Extruders for working rubber or plastics,,,,0,,,,,"23,888",9,1,"20,336",Units,"1,175",116,5,0,0,Units,,
847730,Blow-moulding machines for working rubber or plastics,,,,0,,,,,"9,395",-15,1,"8,740",No quantity,"1,075","3,815",4,0,0,No quantity,,
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics,,,,0,,,,,"5,810",-15,0,702,No quantity,"8,276",273,84,0,0,No quantity,,
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner . . .,,,,0,,,,,"3,595",17,1,325,Units,"11,062",2,,0,0,Units,,1
847759,Machinery for moulding or otherwise forming products from rubber or plastics (excl. injection-moulding . . .,,,,0,,,,,"5,117",-11,0,"10,702",No quantity,478,873,28,0,0,No quantity,,
847780,"Machinery for working rubber or plastics or for the manufacture of products from these materials, . . .",,,,0,,,,,"27,137",-10,0,"48,148",No quantity,564,"1,834",-11,0,0,No quantity,,
847790,Parts of machinery for working rubber or plastics or for the manufacture of products from these . . .,10,-13,0,0,0,Tons,,,"36,425",-1,0,"1,920",Tons,"18,971","8,302",54,0,0,Tons,,
847810,"Machinery for preparing or making up tobacco (excl. dryers and other heating equipment, centrifuges . . .",,,,0,,,,,"4,503",-16,1,0,Units,,"4,199",58,1,0,Units,,
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",,,,0,,,,,758,-23,0,0,Tons,,"1,307",129,1,0,Tons,,
847910,"Machinery for public works, building or the like, n.e.s.",37,,8,0,7,Units,"5,286",,"14,359",-5,1,0,Units,,437,-32,0,0,Units,,34
847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats . . .,,,,0,,,,,"1,368",-41,0,0,No quantity,,"1,770",32,0,0,No quantity,,8
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous . . .,,,,0,,,,,"2,931",-13,0,0,No quantity,,21,-44,0,0,No quantity,,1
847940,Rope or cable-making machines (excl. twisting machines of the type used in spinning mills),,,,0,,,,,"2,795",2,0,"104,840",No quantity,27,50,-51,0,0,No quantity,,5
847950,"Industrial robots, n.e.s.",,,,0,,,,,"27,470",-7,0,0,No quantity,,"1,345",24,0,0,No quantity,,
847960,"Evaporative air coolers, n.e.s.",,,,0,,,,,"3,643",0,1,"70,498",Units,52,"1,553",34,0,0,Units,,12
847971,"Passenger boarding bridges, of a kind used in airports",,,,0,,,,,7,17,0,0,No quantity,,1,-50,0,0,No quantity,,
847979,Passenger boarding bridges (excl. of a kind used in airports),,,,0,,,,,197,-38,0,0,Units,,49,-28,0,0,Units,,
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, . . .",,,,0,,,,,"8,815",-2,0,"4,014",No quantity,"2,196",331,6,0,0,No quantity,,10
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring . . .",,,,0,,,,,"20,569",-1,0,"27,856",No quantity,738,"3,611",5,0,0,No quantity,,17
847989,"Machines and mechanical appliances, n.e.s.",525,23,1,5,"1,155",Units,455,,"170,791",-6,0,0,Units,,"48,775",10,0,0,Units,,
847990,"Parts of machines and mechanical appliances, n.e.s.",34,-6,0,0,0,Tons,,,"69,804",-2,0,"2,820",Tons,"24,753","29,377",-3,0,0,Tons,,
848010,Moulding boxes for metal foundry,,,,0,,,,,"1,225",22,1,168,Tons,"7,292",423,27,0,0,Tons,,
848020,"Mould bases (other than of graphite or other carbon, ceramic meterials or glass)",,,,0,,,,,"1,835",5,1,"1,891",Tons,970,107,-50,0,0,Tons,,
848030,Moulding patterns (excl. moulds of graphite or other carbons and ceramic or glass moulds),,,,0,,,,,782,-30,0,52,Tons,"15,038","2,152",90,1,0,Tons,,12
848041,Injection or compression-type moulds for metal or metal carbides (excl. moulds of graphite . . .,,,,0,,,,,"4,507",26,0,215,Tons,"20,963",71,-31,0,0,Tons,,1
848049,"Moulds for metal or metal carbides (excl. moulds of graphite or other carbons, ceramic or glass . . .",,,,0,,,,,"3,363",5,1,283,Tons,"11,883",36,-53,0,0,Tons,,5
848050,Moulds for glass (excl. moulds of graphite or other carbons and ceramic moulds),,,,0,,,,,"8,684",16,1,561,Tons,"15,480",285,2,0,0,Tons,,7
848060,"Moulds for mineral materials (excl. moulds of graphite or other carbons, ceramic or glass moulds)",,,,0,,,,,"3,641",-4,0,414,Tons,"8,795","3,887",30,0,0,Tons,,14
848071,Injection or compression-type moulds for rubber or plastics,,,,0,,,,,"62,478",16,1,"4,048",Tons,"15,434","3,378",14,0,0,Tons,,
848079,Moulds for rubber or plastics (other than injection or compression types),,,,0,,,,,"23,678",9,1,"1,117",Tons,"21,198",939,-20,0,0,Tons,,37
848110,Pressure-reducing valves,,,,8,,,,,"21,596",0,1,903,Tons,"23,916","6,723",9,0,0,Tons,,-
848120,Valves for oleohydraulic or pneumatic transmission,31,42,1,0,1,Tons,"31,000",,"67,622",6,1,"1,824",Tons,"37,073","4,119",16,0,0,Tons,,72
848130,"Check ""non-return"" valves for pipes, boiler shells, tanks, vats or the like",4,,0,8,0,Tons,,,"14,493",1,0,"1,261",Tons,"11,493","4,026",8,0,0,Tons,,124
848140,Safety or relief valves,2,,0,8,21,Tons,95,,"22,571",2,0,756,Tons,"29,856","4,451",9,0,0,Tons,,357
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excl. pressure-reducing valves, . . .","1,637",-10,2,14,30,Tons,"54,567",,"300,516",3,0,"21,317",Tons,"14,097","100,438",21,0,0,Tons,,-
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",245,-19,1,10,1,Tons,"245,000",,"81,476",3,0,"4,236",Tons,"19,234","31,888",5,0,0,Tons,,-
848210,Ball bearings,10,-55,0,0,499,Units,20,,"81,747",7,1,"35,554,107",Units,2,"4,946",-8,0,0,Units,,-
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",17,-25,1,13,846,Units,20,,"59,838",-1,1,"5,365,614",Units,11,"1,200",-3,0,0,Units,,34
848230,Spherical roller bearings,5,-44,0,0,5,Units,"1,000",,"25,624",3,1,"366,607",Units,70,"2,955",-7,0,0,Units,,79
848240,"Needle roller bearings, incl. cage and needle roller assemblies",,,,0,,,,,"5,793",0,0,"1,500,215",Units,4,486,32,0,0,Units,,-
848250,"Cylindrical roller bearings, incl. cage and roller assemblies (excl. bearings of 8482 10 to . . .",,,,0,,,,,"23,134",0,1,"1,335,391",Units,17,"1,459",19,0,0,Units,,6
848280,"Roller bearings, incl. combined ball-roller bearings (excl. ball bearings, tapered roller bearings, . . .",1,-47,0,0,18,Units,56,,"9,928",-1,1,"4,467,376",Units,2,"2,223",-12,0,0,Units,,37
848291,"Balls, needles and rollers for bearings (excl. steel balls of heading 7326)",,,,0,,,,,"4,282",4,0,835,Tons,"5,128",665,35,0,0,Tons,,1
848299,"Parts of ball or roller bearings (excl. balls, needles and rollers), n.e.s.",1,33,0,15,0,Tons,,,"14,922",-8,0,"1,311",Tons,"11,382",831,-5,0,0,Tons,,-
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",17,-2,0,0,475,Units,36,,"53,528",3,0,"12,610,474",Units,4,"6,324",-19,0,0,Units,,46
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",8,-12,0,0,353,Units,23,,"13,685",14,1,"1,379,580",Units,10,"1,620",20,0,0,Units,,42
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings . . .",53,17,2,10,"4,849",Units,11,,"61,542",2,1,"15,443,493",Units,4,"3,179",-5,0,0,Units,,232
848340,"Gears and gearing for machinery (excl. toothed wheels, chain sprockets and other transmission . . .",7,-9,0,0,143,Units,49,,"135,021",2,1,"1,347,629",Units,100,"6,974",-3,0,0,Units,,48
848350,"Flywheels and pulleys, incl. pulley blocks",25,-9,2,0,238,Units,105,,"35,944",7,1,"2,789,577",Units,13,"1,487",1,0,0,Units,,30
848360,"Clutches and shaft couplings, incl. universal joints, for machinery",30,85,1,0,88,Units,341,,"36,859",7,1,"1,311,776",Units,28,"2,066",-21,0,0,Units,,113
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts . . .",30,-10,1,0,1,Tons,"30,000",,"114,391",4,1,"9,491",Tons,"12,053","2,848",-1,0,"3,911",Tons,"15,803",85
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more . . .,28,7,1,5,3,Tons,"9,333",,"29,007",1,1,"1,903",Tons,"15,243","4,946",3,0,0,Tons,,188
848420,Mechanical seals,9,-59,0,0,1,Tons,"9,000",,"32,283",1,1,809,Tons,"39,905","4,970",-13,0,0,Tons,,396
848490,"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, . . .",23,36,1,5,1,Tons,"23,000",,"31,642",9,1,"1,643",Tons,"19,259","3,067",0,0,0,Tons,,334
848610,Machines and apparatus for the manufacture of boules or wafers,,,,0,,,,,174,99,0,0,No quantity,,6,,0,0,No quantity,,
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated . . .,,,,0,,,,,"2,704",44,0,0,No quantity,,486,18,0,0,No quantity,,
848630,Machines and apparatus for the manufacture of flat panel displays,,,,0,,,,,151,46,0,0,No quantity,,7,-15,0,0,No quantity,,
848640,Machines and apparatus specified in Note 11 C to chapter 84,,,,0,,,,,"3,325",38,0,0,No quantity,,18,-21,0,0,No quantity,,
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the . . .,,,,0,,,,,"2,226",31,0,0,No quantity,,372,-33,0,0,No quantity,,
848710,Ships' or boats' propellers and blades therefor,,,,0,,,,,"2,258",-13,0,81,Tons,"27,877",315,6,0,0,Tons,,18
848790,"Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s.",1,20,0,0,0,Tons,,,"16,131",2,0,686,Tons,"23,515","16,212",21,0,0,Tons,,120
850110,"Motors of an output <= 37,5 W",3,-21,0,0,67,Units,45,,"25,421",7,0,"2,971,782",Units,9,"1,206",-25,0,0,Units,,-
850120,"Universal AC-DC motors of an output > 37,5 W",,,,0,,,,,"4,657",9,0,"148,244",Units,31,360,-30,0,0,Units,,4
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. . . .",,,,0,,,,,"36,673",2,0,"2,350,349",Units,16,"1,487",19,0,0,Units,,-
850132,DC motors and DC generators of an output > 750 W but <= 75 kW (excl. photovoltaic generators),,,,0,,,,,"7,647",8,0,"306,993",Units,25,"2,983",42,0,0,Units,,2
850133,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators),,,,0,,,,,"1,224",-14,0,950,Units,"1,288",784,32,0,0,Units,,7
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),,,,0,,,,,"4,464",20,1,"207,665",Units,21,434,20,0,0,Units,,53
850140,"AC motors, single-phase, of an output > 37,5 W",,,,0,,,,,"26,222",3,0,"1,244,655",Units,21,632,3,0,0,Units,,20
850151,"AC motors, multi-phase, of an output > 37,5 W but <= 750 W",,,,10,,,,,"14,155",6,0,"115,599",Units,122,"1,668",17,0,0,Units,,-
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",,,,10,,,,,"73,560",6,1,"256,257",Units,287,"2,793",-4,0,0,Units,,49
850153,"AC motors, multi-phase, of an output > 75 kW",,,,10,,,,,"50,803",7,1,"11,446",Units,"4,438","2,063",10,0,0,Units,,314
850161,"AC generators ""alternators"", of an output <= 75 kVA (excl. photovoltaic generators)",,,,0,,,,,"25,770",18,2,"146,157",Units,176,"1,291",12,0,0,Units,,19
850162,"AC generators ""alternators"", of an output > 75 kVA but <= 375 kVA (excl. photovoltaic generators)",,,,0,,,,,"28,734",42,1,"15,428",Units,"1,862","5,837",17,1,0,Units,,13
850163,"AC generators ""alternators"", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic generators)",,,,0,,,,,"8,333",29,2,"9,009",Units,925,295,28,0,0,Units,,-
850164,"AC generators ""alternators"", of an output > 750 kVA (excl. photovoltaic generators)",,,,0,,,,,"6,993",13,0,"2,480",Units,"2,820","1,073",14,0,0,Units,,-
850211,"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel . . .",9,,0,20,15,Units,600,,"14,024",2,1,"7,087",Units,"1,979","9,523",3,0,0,Units,,511
850212,"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel . . .",,,,20,,,,,"11,410",-2,1,"5,369",Units,"2,125","5,860",10,0,0,Units,,303
850213,"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel . . .",,,,20,,,,,"24,824",12,0,338,Units,"73,444","12,344",-29,0,0,Units,,49
850220,Generating sets with spark-ignition internal combustion piston engine,58,,1,0,1,Units,"58,000",,"34,670",24,1,"113,930",Units,304,"4,117",-3,0,0,Units,,163
850231,"Generating sets, wind-powered",,,,0,,,,,332,-1,0,919,No quantity,361,16,-40,0,0,No quantity,,17
850239,Generating sets (excl. wind-powered and powered by spark-ignition internal combustion piston . . .,138,77,2,0,"17,817",Units,8,,"161,562",18,5,"2,491,157",Units,65,"7,613",-3,0,0,Units,,142
850240,Electric rotary converters,,,,20,,,,,"1,311",16,1,197,Units,"6,655",168,2,0,0,Units,,2
850300,"Parts suitable for use solely or principally with electric motors and generators, electric . . .",,,,10,,,,,"54,848",-10,0,0,Tons,,"4,267",-11,0,0,Tons,,-
850410,Ballasts for discharge lamps or tubes,,,,10,,,,,"2,775",-23,0,0,Units,,172,35,0,0,Units,,38
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",,,,10,,,,,761,-38,0,0,Units,,"1,005",-14,0,0,Units,,11
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",39,,0,10,1,Units,"39,000",,"7,421",-23,0,"4,509",Units,"1,646","19,371",3,1,0,Units,,285
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",,,,10,,,,,"8,458",-20,0,0,Units,,"4,165",74,0,0,Units,,-
850431,Transformers having a power handling capacity <= 1 kVA (excl. liquid dielectric transformers),,,,10,,,,,"7,391",-10,0,0,No quantity,,992,9,0,0,No quantity,,3
850432,"Transformers, having a power handling capacity > 1 kVA but <= 16 kVA (excl. liquid dielectric . . .",,,,10,,,,,"1,936",0,0,"350,565",Units,6,310,20,0,0,Units,,-
850433,Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excl. liquid dielectric . . .,,,,10,,,,,"4,583",0,0,"8,526",Units,538,585,-3,0,0,Units,,4
850434,Transformers having a power handling capacity > 500 kVA (excl. liquid dielectric transformers),,,,10,,,,,"7,781",-18,0,"15,319",Units,508,"1,107",-21,0,0,Units,,-
850440,Static converters,555,56,2,0,"10,434",No quantity,53,,"661,637",17,1,"29,896,827",No quantity,22,"26,149",6,0,0,No quantity,,291
850450,Inductors (excl. inductors for discharge lamps or tubes),,,,5,,,,,"10,808",1,0,0,No quantity,,"1,590",26,0,0,No quantity,,-
850490,"Parts of electrical transformers and inductors, n.e.s.","3,379",9,4,5,514,Tons,"6,574",,"29,794",3,0,0,Tons,,"89,901",15,1,0,Tons,,-
850511,Permanent magnets of metal and articles intended to become permanent magnets after magnetization . . .,1,-40,0,0,0,Tons,,,"3,156",8,0,409,Tons,"7,716",422,10,0,0,Tons,,-
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of . . .",,,,0,,,,,"3,637",3,0,965,Tons,"3,769",104,-15,0,0,Tons,,-
850520,"Electromagnetic couplings, clutches and brakes",,,,0,,,,,"4,011",-1,0,176,Tons,"22,790","1,702",64,0,0,Tons,,22
850590,"Electromagnets and electromagnetic lifting heads, and their parts (excl. magnets for medical . . .",,,,0,,,,,"8,719",-1,0,625,Tons,"13,950",395,5,0,349,Tons,"22,244",1
850610,Manganese dioxide cells and batteries (excl. spent),,,,10,,,,,"11,501",3,0,"73,337,535",Units,0,217,-28,0,0,Units,,95
850630,Mercuric oxide cells and batteries (excl. spent),,,,0,,,,,63,9,1,"6,796",Units,9,40,15,1,0,Units,,1
850640,Silver oxide cells and batteries (excl. spent),,,0,0,,,,,641,3,0,"1,445,016",Units,0,,,,0,Units,,-
850650,Lithium cells and batteries (excl. spent),,,,8,,,,,"5,997",6,0,"15,881,048",Units,0,747,2,0,0,Units,,17
850660,Air-zinc cells and batteries (excl. spent),,,,0,,,,,"1,128",-1,0,"2,126,779",Units,1,50,1,0,0,Units,,11
850680,"Primary cells and primary batteries, electric (excl. spent, and those of silver oxide, mercuric . . .",,,,12,,,,,"3,341",-1,0,"20,868,880",Units,0,"1,400",-11,0,0,Units,,42
850690,"Parts of primary cells and primary batteries, n.e.s.",,,,0,,,,,354,-23,0,44,Tons,"8,045",93,63,0,0,Tons,,3
850710,"Lead-acid accumulators of a kind used for starting piston engine ""starter batteries"" (excl. . . .",,,,10,,,,,"81,973",3,1,"2,470,488",Units,33,"5,031",12,0,0,Units,,"5,162"
850720,Lead acid accumulators (excl. spent and starter batteries),"2,696",-18,3,0,"29,063",Units,93,,"119,898",7,1,"5,516,812",Units,22,"89,468",-1,1,0,Units,,-
850730,Nickel-cadmium accumulators (excl. spent),,,,0,,,,,"4,624",6,1,"374,115",Units,12,373,11,0,0,Units,,42
850740,Nickel-iron accumulators (excluding spent),,,,0,,,,,152,18,2,"29,571",Units,5,39,-25,1,0,Units,,1
850750,Nickel-metal hydride accumulators (excl. spent),1,,2,0,12,Units,83,,"1,681",-16,0,"335,247",Units,5,54,66,0,0,Units,,
850760,Lithium-ion accumulators (excl. spent),604,148,8,0,405,Units,"1,491",,"761,491",66,1,"21,231,126",Units,36,"7,573",52,0,0,Units,,
850780,"Electric accumulators (excl. spent, and lead-acid, nickel-cadmium, nickel-metal hydride and . . .",,,,0,,,,,"20,169",-9,1,"3,913,436",Units,5,"6,126",42,1,0,Units,,
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",11,100,0,0,3,Tons,"3,667",,"13,592",15,0,"1,645",Tons,"8,263","50,445",34,1,"4,070",Tons,"8,032",-
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, . . .",1,,0,13,0,No quantity,,,"14,966",30,0,0,No quantity,,"3,900",5,0,0,No quantity,,
850819,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor . . .",,,,12,,,,,"8,677",-5,0,"211,107",Units,41,"2,725",43,0,0,Units,,
850860,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excl. with self-contained electric . . .",,,,8,,,,,952,-8,0,0,Units,,351,14,0,0,Units,,27
850870,"Parts of vacuum cleaners, dry cleaners and wet vacuum cleaners, n.e.s.",,,,10,,,,,"1,208",-4,0,0,No quantity,,81,-25,0,826,No quantity,"9,151",
850940,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained . . .",,,,0,,,,,"31,077",8,0,"1,395,478",Units,22,"2,769",5,0,0,Units,,295
850980,"Electromechanical domestic appliances, with self-contained electric motor (excl. vacuum cleaners, . . .",1,0,0,10,0,No quantity,,,"11,497",2,0,0,No quantity,,993,-46,0,0,No quantity,,31
850990,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. . . .",,,,20,,,,,817,-4,0,0,No quantity,,55,-19,0,0,No quantity,,
851010,"Shavers, electric",,,,0,,,,,"3,229",5,0,0,No quantity,,"2,580",-20,0,0,No quantity,,27
851020,Hair clippers with self-contained electric motor,,,,0,,,,,"9,482",0,0,"1,436,208",Units,7,384,18,0,0,Units,,124
851030,Hair-removing appliances with self-contained electric motor,,,,0,,,,,"1,761",5,0,"274,947",No quantity,6,92,-23,0,0,No quantity,,15
851090,"Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained . . .",,,,0,,,,,941,-7,0,0,No quantity,,260,44,0,0,No quantity,,3
851110,Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion . . .,35,-5,3,5,"5,838",Units,6,,"25,576",3,1,"12,345,988",Units,2,"1,166",-17,0,0,Units,,470
851120,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition . . .",,,,0,,,,,243,16,0,"6,625",Units,37,92,21,0,0,Units,,1
851130,Distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal . . .,1,-38,0,8,7,Units,143,,"9,310",1,0,"1,093,270",Units,9,529,-18,0,0,Units,,39
851140,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition . . .,33,164,0,8,239,Units,138,,"33,696",5,1,"918,640",Units,37,"34,700",129,1,0,Units,,42
851150,Generators of a kind used for internal combustion engines (excl. magneto dynamos and dual purpose . . .,16,252,2,8,139,Units,115,,"19,308",5,0,"379,603",Units,51,740,-7,0,0,Units,,152
851180,"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition . . .",,,,0,,,,,"4,834",-1,0,"481,108,794",Units,0,791,9,0,0,Units,,19
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",1,-44,0,0,0,Tons,,,"23,261",-7,1,"2,342",Tons,"9,932",377,1,0,0,Tons,,65
851210,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps . . .,,,,0,,,,,819,1,0,0,No quantity,,42,28,0,0,No quantity,,1
851220,Electrical lighting or visual signalling equipment for motor vehicles (excl. lamps of heading . . .,109,5,1,15,"2,148",No quantity,51,,"87,363",0,0,"10,518,215",No quantity,8,"11,007",3,0,0,No quantity,,-
851230,Electrical sound signalling equipment for cycles or motor vehicles,,,,15,,,,,"4,754",10,0,"906,323",Units,5,247,2,0,0,Units,,5
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",6,25,2,15,"1,703",Units,4,,"1,357",-5,0,0,Units,,331,-5,0,0,Units,,2
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters . . .",33,14,4,0,4,Tons,"8,250",,"32,943",7,0,0,Tons,,779,-2,0,0,Tons,,-
851310,Portable electrical lamps designed to function by their own source of energy,1,-19,0,0,28,Units,36,,"31,424",13,1,"10,268,639",Units,3,"1,477",-3,0,0,Units,,44
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",,,,0,,,,,"2,055",22,2,83,Tons,"24,759",87,-28,0,0,Tons,,12
851410,Resistance heated industrial or laboratory furnaces and ovens (excluding drying ovens),,,,0,,,,,"6,081",11,0,0,No quantity,,259,26,0,0,No quantity,,-
851420,Furnaces and ovens functioning by induction or dielectric loss,,,,0,,,,,"1,603",-17,0,"1,307",No quantity,"1,226",637,132,0,0,No quantity,,4
851430,"Electric industrial or laboratory furnaces and ovens (excluding resistance heated, induction, . . .",210,,37,0,4,Units,"52,500",,"3,750",-8,0,"4,530",Units,828,574,59,0,0,Units,,3
