Product Code,Product Label,"UAE export to south africa Value in 2022, USD thousands","nnual growth in value uae export to south africa between 2018-2022, %, p.a","Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported from uae to south africa in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"south africa imports from world Value in 2022, USD thousand ","Annual growth south africa imports from world  in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported from south africa to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Uae export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","UAE Share in world exports, % ",Quantity exported from uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
300620,Reagents for determining blood groups or blood factors,,,,0,,,,,"2,112",33,0,24,Tons,"88,000",76,194,0,0,Tons,,1
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,,,,0,,,,,"21,726",4,1,285,Tons,"76,232",17,58,0,0,Tons,,4
300640,Dental cements and other dental fillings; bone reconstruction cements,,,,0,,,,,"8,769",-6,0,89,Tons,"98,528",48,-28,0,189,Tons,"157,767",41
300650,First-aid boxes and kits,1,9,1,0,0,Tons,,,"1,096",-30,0,111,Tons,"9,874",130,7,0,432,Tons,"11,333",7
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, . . .",,,,0,,,,,"33,397",9,1,195,Tons,"171,267",160,-14,0,33,Tons,"127,727",27
300670,Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts . . .,,,,0,,,,,"1,214",-10,0,76,Tons,"15,974",6,-39,0,0,Tons,,10
300691,Appliances identifiable for ostomy use,,,0,0,,,,,"8,403",16,0,195,Tons,"43,092",,,,23,Tons,"68,000",
300692,Waste pharmaceuticals,,,,0,,,,,303,235,1,1,Tons,"303,000",55,138,0,0,Tons,,
310100,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers . . .",,,,0,,,,,"3,202",-11,0,"5,219",Tons,614,355,4,0,"9,541",Tons,356,13
310210,"Urea, whether or not in aqueous solution (excl. that in tablets or similar forms, or in packages . . .",,,,0,,,,,"633,270",31,2,"850,637",Tons,744,"1,156,825",19,3,0,Tons,,-
310221,"Ammonium sulphate (excl. that in tablets or similar forms, or in packages with a gross weight . . .",,,,0,,,,,"115,925",34,2,"326,930",Tons,355,"7,896",111,0,"5,157",Tons,372,6
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excl. goods of this chapter . . .,,,,0,,,,,"7,483",16,1,"48,458",Tons,154,"33,652",76,5,44,Tons,523,
310230,"Ammonium nitrate, whether or not in aqueous solution (excl. that in tablets or similar forms, . . .",,,,0,,,,,"5,822",38,0,"10,852",Tons,536,654,-46,0,"24,704",Tons,804,
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances . . .,,,0,,,,,,"15,838",4,0,"30,030",Tons,527,,,,,Tons,,
310250,"Sodium nitrate (excl. that in tablets or similar forms, or in packages with a gross weight . . .",,,,0,,,,,"2,052",-21,1,"1,384",Tons,"1,483",758,,0,"67,076",Tons,465,
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excl. those in tablets or . . .,,,,0,,,,,"68,293",43,7,"162,870",Tons,419,645,-26,0,"1,647",Tons,486,55
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excl. those in packages . . .,,,,0,,,,,1,,0,33,Tons,30,"3,904",,0,,Tons,,
310290,Mineral or chemical nitrogen fertilisers (excl. urea; ammonium sulphate; ammonium nitrate; . . .,,,,0,,,,,"7,707",20,1,"5,467",Tons,"1,410",586,-17,0,272,Tons,923,2
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide ""P2O5"" (excl. such . . .",,,0,0,,,,,"2,946",29,0,"5,379",Tons,548,,,,"204,375",Tons,596,
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, . . .",,,0,0,,,,,"8,163",30,1,"13,705",Tons,596,,,,338,Tons,320,
310390,"Mineral or chemical phosphatic fertilisers (excl. superphosphates, those in tablets or similar . . .",,,0,0,,,,,"4,441",49,1,"8,401",Tons,529,,,,79,Tons,"3,316",1
310420,"Potassium chloride for use as fertiliser (excl. that in tablets or similar forms, or in packages . . .","2,943",,29,0,"9,982",Tons,295,,"256,729",23,1,"353,911",Tons,725,"10,110",-16,0,0,Tons,,156
310430,"Potassium sulphate (excl. that in tablets or similar forms, or in packages with a gross weight . . .",,,,0,,,,,"48,036",17,3,"59,834",Tons,803,"2,621",23,0,"3,330",Tons,807,193
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and . . .",,,,0,,,,,"16,197",62,1,"26,621",Tons,608,"48,648",160,3,0,Tons,,2
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, . . .",,,,0,,,,,625,-2,0,159,Tons,"3,931","2,453",98,0,334,Tons,"7,042",1
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus . . .",,,,0,,,,,"13,740",13,0,"7,423",Tons,"1,851","46,536",-3,1,"4,227",Tons,"1,224",73
310530,"Diammonium hydrogenorthophosphate ""diammonium phosphate"" (excl. that in tablets or similar . . .",,,,0,,,,,"30,108",107,0,"29,626",Tons,"1,016","4,905",-42,0,970,Tons,571,14
310540,"Ammonium dihydrogenorthophosphate ""monoammonium phosphate"", whether or not mixed with diammonium . . .",,,,0,,,,,"208,671",22,2,"243,991",Tons,855,"3,808",-13,0,"12,691",Tons,"1,107",-
310551,Mineral or chemical fertilisers containing nitrates and phosphates (excl. ammonium dihydrogenorthophosphate . . .,,,,0,,,,,262,-6,0,333,Tons,787,20,-57,0,121,Tons,620,-
310559,Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excl. nitrate) . . .,,,,0,,,,,"3,519",65,0,"2,141",Tons,"1,644","2,567",-5,0,"9,080",Tons,476,-
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium . . .,,,,0,,,,,771,21,0,603,Tons,"1,279","2,089",-25,0,82,Tons,"3,110",4
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium . . .,,,,0,,,,,"56,140",43,2,"36,785",Tons,"1,526","25,789",32,1,"2,920",Tons,"2,904",29
320110,Quebracho extract,,,0,0,,,,,997,4,1,500,Tons,"1,994",,,,19,Tons,"1,474",
320120,Wattle extract,,,0,0,,,,,26,63,0,0,Tons,,,,,237,Tons,"1,456",
320190,Tanning extracts of vegetable origin (excl. quebracho extract and wattle extract); tannins . . .,,,,0,,,,,581,-7,0,134,Tons,"4,336",6,303,0,81,Tons,"1,840",
320210,Synthetic organic tanning substances,,,,0,,,,,"4,851",-1,1,"1,984",Tons,"2,445",5,104,0,955,Tons,"1,556",3
320290,"Inorganic tanning substances; tanning preparations, whether or not containing natural tanning . . .",,,,0,,,,,"3,661",6,1,"1,639",Tons,"2,234",11,-27,0,733,Tons,"1,409",4
320300,"Colouring matter of vegetable or animal origin, incl. dye extracts (excl. animal black), whether . . .",,,,0,,,,,"9,022",4,0,537,Tons,"16,801",82,-9,0,"1,358",Tons,"2,571",5
320411,Synthetic organic disperse dyes; preparations based on synthetic organic disperse dyes of a . . .,,,,0,,,,,"1,864",2,0,116,Tons,"16,069",752,37,0,"2,291",Tons,"4,887",2
320412,"Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; . . .",,,,0,,,,,"7,883",1,1,766,Tons,"10,291",72,-21,0,278,Tons,"8,680",4
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind . . .,,,,0,,,,,"1,014",0,0,151,Tons,"6,715",29,6,0,233,Tons,"6,352",-
320414,Direct synthetic organic dyes; preparations based on direct synthetic organic dyes of a kind . . .,,,,0,,,,,631,-10,0,116,Tons,"5,440",36,,0,"1,293",Tons,"1,974",1
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based . . .",,,,0,,,,,"1,652",4,0,58,Tons,"28,483",114,47,0,201,Tons,"12,836",-
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a . . .,112,,16,0,14,Tons,"8,000",,"4,765",-6,0,632,Tons,"7,540",708,220,0,"3,585",Tons,"4,661",-
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used . . .,104,,2,0,12,Tons,"8,667",,"32,431",3,1,"4,376",Tons,"7,411","5,226",8,0,"6,583",Tons,"7,678",132
320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials . . .,,,,0,,,,,"18,033",7,1,"1,874",Tons,"9,623","1,958",37,0,"4,256",Tons,"5,604",128
320420,"Synthetic organic products of a kind used as fluorescent brightening agents, whether or not . . .",,,,0,,,,,"12,897",0,2,"2,482",Tons,"5,196",199,-6,0,"1,602",Tons,"3,202",-
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",,,,0,,,,,"1,841",-2,0,668,Tons,"2,756",213,-9,0,314,Tons,"6,290",-
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour . . .,,,,0,,,,,"6,424",-7,2,549,Tons,"11,701",51,50,0,104,Tons,"11,260",16
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material . . .,55,556,2,10,48,Tons,"1,146",,"70,531",10,1,"21,696",Tons,"3,251","2,789",-16,0,"65,125",Tons,"2,781",165
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material . . .,64,,2,5,18,Tons,"3,556",,"10,545",5,1,"4,197",Tons,"2,513","3,627",13,0,"3,828",Tons,"3,125",79
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients . . .,,,,5,,,,,"5,651",-1,3,"1,306",Tons,"4,327",44,-23,0,"2,098",Tons,"3,887",19
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce . . .,,,,0,,,,,"1,119",9,1,262,Tons,"4,271",6,72,0,453,Tons,"3,587",1
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring . . .,,,0,0,,,,,8,-38,0,0,Tons,,,,,67,Tons,"1,045",
320649,"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring . . .","7,269",25,25,7,"2,216",Tons,"3,280",,"29,856",-1,1,"11,094",Tons,"2,691","28,646",-7,1,"8,559",Tons,"4,223",-
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",,,,0,,,,,61,20,0,4,Tons,"15,250",38,2,0,52,Tons,"2,731",
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind . . .",12,,4,0,1,Tons,"12,000",,"6,022",8,1,"1,649",Tons,"3,652",337,-31,0,"3,555",Tons,"4,957",54
320720,"Vitrifiable enamels and glazes, engobes ""slips"" and similar preparations of the kind used in . . .",,,,3,,,,,"8,454",7,1,"13,377",Tons,632,407,10,0,"9,886",Tons,918,8
320730,"Liquid lustres and similar preparations of the kind used in the ceramic, enamelling or glass . . .",,,,0,,,,,180,-20,0,12,Tons,"15,000",193,-40,0,15,Tons,"757,200",2
320740,"Glass frit and other glass in the form of powder, granules or flakes",,,,0,,,,,"10,604",8,1,"12,089",Tons,877,420,93,0,"26,012",Tons,972,90
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved . . .",,,,10,,,,,"7,878",1,0,"1,500",Tons,"5,252","8,938",12,0,0,Tons,,134
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed . . .",205,667,3,10,43,Tons,"4,767",,"32,332",3,1,"4,734",Tons,"6,830","8,152",27,0,0,Tons,,158
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically . . .",154,30,0,5,19,Tons,"8,105",,"32,920",1,0,"5,603",Tons,"5,875","70,211",5,1,0,Tons,,"1,429"
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed . . .",,,,10,,,,,"10,554",1,0,"3,119",Tons,"3,384","3,836",9,0,0,Tons,,67
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified . . .",,,,10,,,,,"24,478",-1,1,"5,335",Tons,"4,588","10,568",10,0,0,Tons,,596
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excl. those based on synthetic . . .",,,,10,,,,,"2,457",-9,0,425,Tons,"5,781","1,101",-14,0,0,Tons,,134
321100,Prepared driers,56,78,1,0,8,Tons,"7,000",,468,-18,0,59,Tons,"7,932","9,235",-1,4,464,Tons,"5,006",-
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,,,,0,,,,,"7,026",4,1,501,Tons,"14,024",403,-3,0,0,Tons,,29
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste . . .",14,15,2,5,2,Tons,"7,000",,"14,921",5,1,"3,423",Tons,"4,359",828,-44,0,"1,400",Tons,"9,405",76
321310,"Sets of artist's, student's or signboard painter's colours, modifying tints, amusement colours . . .",,,,0,,,,,"1,659",9,0,482,Tons,"3,442",7,-29,0,0,Tons,,2
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and . . .",,,,0,,,,,"1,687",9,0,328,Tons,"5,143",818,20,0,0,Tons,,14
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' . . .",541,32,2,0,281,Tons,"1,925",,"51,937",3,1,"13,201",Tons,"3,934","24,935",20,0,"18,413",Tons,"4,275",573
321490,"Non-refractory surfacing preparations for facades, inside walls, floors, ceilings and the like",19,-52,0,0,20,Tons,950,,"14,570",5,1,"3,950",Tons,"3,689","12,355",-4,0,"4,249",Tons,"2,711",168
321511,"Black printing ink, whether or not concentrated or solid",,,,0,,,,,"22,434",-1,1,"1,736",Tons,"12,923",788,12,0,"1,151",Tons,"8,841",-
321519,"Printing ink, whether or not concentrated or solid (excl. black ink)",,,,0,,,,,"67,756",0,1,"8,118",Tons,"8,346","6,268",55,0,"8,080",Tons,"6,766",-
321590,"Ink, whether or not concentrated or solid (excl. printing ink)",,,,0,,,,,"18,710",11,0,"1,038",Tons,"18,025","2,266",4,0,0,Tons,,-
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes . . .",,,,0,,,,,"1,439",10,0,104,Tons,"13,837",20,-57,0,66,Tons,"11,515",3
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",,,,0,,,,,746,-3,0,39,Tons,"19,128",84,42,0,8,Tons,"19,250",
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excl. . . .",4,170,5,0,4,Tons,"1,000",,"2,233",1,0,136,Tons,"16,419",77,-10,0,0,Tons,,7
330124,"Oils of peppermint ""Mentha piperita"", whether or not terpeneless, incl. concretes and absolutes",,,0,0,,,,,775,-15,0,26,Tons,"29,808",,,,10,Tons,"58,400",
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excl. those of peppermint . . .",,,,0,,,,,497,11,0,25,Tons,"19,880",33,-93,0,0,Tons,,2
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excl. those of citrus . . .",4,12,0,0,1,Tons,"4,000",,"8,164",3,0,419,Tons,"19,484","8,971",-2,0,0,Tons,,134
330130,Resinoids,25,,9,0,7,Tons,"3,571",,174,3,0,14,Tons,"12,429",287,-8,1,274,Tons,"7,584",5
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, . . .",16,-5,0,9,5,Tons,"3,200",,"14,012",10,1,613,Tons,"22,858","8,245",31,1,0,Tons,,"1,698"
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of . . .",26,570,0,0,9,Tons,"2,889",,"453,359",-1,2,"13,303",Tons,"34,079","6,301",26,0,"5,921",Tons,"25,315",332
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or . . .",508,16,1,5,34,Tons,"14,941",,"107,190",4,1,"7,269",Tons,"14,746","41,453",17,0,"11,139",Tons,"37,207",-
330300,"Perfumes and toilet waters (excl. aftershave lotions, personal deodorants and hair lotions)",461,-2,0,20,881,Tons,523,,"89,052",0,0,"4,715",Tons,"18,887","403,252",34,2,0,Tons,,"2,617"
330410,Lip make-up preparations,1,-35,0,20,0,Tons,,,"14,750",-11,0,"1,357",Tons,"10,870","3,818",-15,0,0,Tons,,130
330420,Eye make-up preparations,1,-31,0,20,0,Tons,,,"17,201",-4,0,"1,163",Tons,"14,790","3,769",12,0,"2,232",Tons,"36,659",63
330430,Manicure or pedicure preparations,2,108,0,20,1,Tons,"2,000",,"9,013",-4,1,"2,027",Tons,"4,446",507,-31,0,0,Tons,,101
330491,"Make-up or skin care powders, incl. baby powders, whether or not compressed (excl. medicaments)",32,64,1,20,7,Tons,"4,571",,"6,865",-9,0,593,Tons,"11,577","5,857",14,0,0,Tons,,56
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), . . .",518,0,1,20,118,Tons,"4,390",,"171,207",1,0,"27,563",Tons,"6,211","65,585",9,0,0,Tons,,"1,594"
330510,Shampoos,87,2,0,20,47,Tons,"1,851",,"24,499",2,0,"7,173",Tons,"3,415","24,744",-1,0,0,Tons,,888
330520,Preparations for permanent waving or straightening,,,,20,,,,,450,-2,0,165,Tons,"2,727",824,2,0,0,Tons,,36
330530,Hair lacquers,2,-16,1,20,1,Tons,"2,000",,898,-10,0,228,Tons,"3,939",324,2,0,0,Tons,,11
330590,"Preparations for use on the hair (excl. shampoos, preparations for permanent waving or straightening . . .",93,-5,0,20,33,Tons,"2,818",,"37,399",0,0,"6,942",Tons,"5,387","29,589",8,0,0,Tons,,"1,024"
330610,"Dentifrices, incl. those used by dental practitioners",328,16,2,10,75,Tons,"4,373",,"57,652",6,1,"25,078",Tons,"2,299","17,301",5,0,"19,599",Tons,"3,668","1,849"
330620,"Yarn used to clean between the teeth ""dental floss"", in individual retail packages",,,,8,,,,,"2,816",8,1,155,Tons,"18,168",22,-19,0,273,Tons,"18,059",4
330690,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excl. dentifrices . . .",12,-15,0,10,3,Tons,"4,000",,"8,076",3,0,"2,452",Tons,"3,294","4,790",24,0,0,Tons,,61
330710,"Shaving preparations, incl. pre-shave and aftershave products",46,-18,5,18,11,Tons,"4,182",,"3,552",-11,0,610,Tons,"5,823",914,10,0,0,Tons,,23
330720,Personal deodorants and antiperspirants,7,-33,0,20,2,Tons,"3,500",,"42,782",-2,1,"6,491",Tons,"6,591","27,812",-4,1,0,Tons,,"3,604"
330730,Perfumed bath salts and other bath and shower preparations,,,,20,,,,,"3,866",-8,0,"1,080",Tons,"3,580","4,987",31,1,0,Tons,,214
330741,"""Agarbatti"" and other odoriferous preparations which operate by burning",6,2,0,0,4,Tons,"1,500",,"4,286",7,1,"1,792",Tons,"2,392","3,926",18,1,0,Tons,,173
330749,"Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during . . .",319,1,3,10,10,Tons,"31,900",,"10,146",1,0,"2,629",Tons,"3,859","9,253",15,0,"5,059",Tons,"7,624",-
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",51,47,0,10,9,Tons,"5,667",,"6,607",-11,0,"1,422",Tons,"4,646","10,701",39,0,0,Tons,,198
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded . . .",381,-42,3,20,152,Tons,"2,507",,"34,533",0,1,"18,236",Tons,"1,894","12,700",-20,0,0,Tons,,"1,341"
340119,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded . . .",,,,20,,,,,"11,150",6,1,"6,969",Tons,"1,600","3,671",-11,0,0,Tons,,20
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",1,-82,0,20,1,Tons,"1,000",,"9,517",-7,0,"5,671",Tons,"1,678","18,700",6,1,"55,804",Tons,"1,277",168
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid . . .",378,22,3,20,77,Tons,"4,909",,"34,823",13,0,"11,547",Tons,"3,016","15,059",35,0,"24,964",Tons,"4,403",438
340211,"Anionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",,,,8,,,,,"17,716",9,0,"9,502",Tons,"1,864","66,119",50,2,"22,784",Tons,"1,892",253
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",,,,20,,,,,"2,792",2,0,994,Tons,"2,809",440,-3,0,0,Tons,,7
340213,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excluding soap)","1,378",294,20,0,754,Tons,"1,828",,"77,221",13,1,"30,750",Tons,"2,511","7,051",12,0,0,Tons,,568
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic . . .",,,,20,,,,,"4,913",-2,0,"3,000",Tons,"1,638","2,945",1,0,0,Tons,,83
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning . . .",,,,20,,,,,"27,580",3,0,"11,452",Tons,"2,408","8,546",-13,0,0,Tons,,195
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and . . .",32,-14,0,20,29,Tons,"1,103",,"31,052",5,0,"9,815",Tons,"3,164","15,879",15,0,0,Tons,,368
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment . . .,,,,0,,,,,"1,015",7,0,437,Tons,"2,323","3,109",4,1,371,Tons,"2,585",4
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust . . .",333,-21,1,0,129,Tons,"2,581",,"37,049",11,1,"7,239",Tons,"5,118","24,792",31,1,"10,717",Tons,"4,830",245
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment . . .,,,,0,,,,,"3,662",-21,0,"1,232",Tons,"2,972",88,-33,0,864,Tons,"2,483",5
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust . . .",139,-24,1,0,62,Tons,"2,242",,"37,107",1,1,"6,417",Tons,"5,783","23,871",20,0,"7,758",Tons,"7,972",-
340420,"Poly""oxyethylene"" [polyethylene glycol] waxes",,,,15,,,,,"1,757",9,0,494,Tons,"3,557",29,-10,0,"8,853",Tons,"1,173",3
340490,"Artificial waxes and prepared waxes (excl. poly""oxyethylene"" [polyethylene glycol] waxes)",1,,0,8,0,Tons,,,"15,659",8,0,"5,150",Tons,"3,041","9,962",42,0,"6,604",Tons,"3,645",55
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form . . .",2,,2,15,0,Tons,,,"1,904",-6,1,690,Tons,"2,759",109,-4,0,"1,004",Tons,"5,025",15
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors . . .",,,,15,,,,,309,-6,0,97,Tons,"3,186",88,22,0,341,Tons,"4,419",2
340530,"Polishes and similar preparations for coachwork, whether or not in the form of paper, wadding, . . .",,,,15,,,,,"2,549",8,1,349,Tons,"7,304",233,23,0,"1,131",Tons,"5,739",14
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of . . .",,,,15,,,,,170,-1,0,102,Tons,"1,667",27,34,0,580,Tons,"2,545",-
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular . . .",,,,8,,,,,"3,019",1,0,778,Tons,"3,880",388,-8,0,"1,494",Tons,"4,982",-
340600,"Candles, tapers and the like",3,52,1,20,1,Tons,"3,000",,"11,935",14,0,"5,503",Tons,"2,169",526,19,0,0,Tons,,39
340700,"Modelling pastes, incl. those put up for children's amusement; preparations known as ""dental . . .",,,,10,,,,,"3,024",3,0,839,Tons,"3,604",11,-48,0,"2,555",Tons,"6,484",9
350110,Casein,,,0,0,,,,,"31,437",24,1,"2,933",Tons,"10,718",,,,39,Tons,"10,077",
350190,Caseinates and other casein derivatives; casein glues (excl. those put up for retail sale as . . .,,,,0,,,,,"9,423",24,1,794,Tons,"11,868",2,-79,0,67,Tons,"31,925",4
350211,"Egg albumin, dried ""e.g. in sheets, scales, flakes, powder""",,,,5,,,,,"2,690",21,1,177,Tons,"15,198",1,-30,0,86,Tons,"13,767",
350219,"Egg albumin (excl. dried [e.g. in sheets, scales, flakes, powder])",,,,13,,,,,0,,0,,Tons,,22,0,0,212,Tons,"3,212",
350220,"Milk albumin ""lactalbumin"", incl. concentrates of two or more whey proteins containing by weight . . .",,,,0,,,,,"8,757",10,0,790,Tons,"11,085",292,160,0,205,Tons,"11,532",2
350290,"Albumins, albuminates and other albumin derivatives (excl. egg albumin and milk albumin [incl. . . .",,,,0,,,,,78,11,0,1,Tons,"78,000",17,21,0,0,Tons,,
350300,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, . . .",,,,5,,,,,"15,214",11,1,"1,900",Tons,"8,007",19,-11,0,"1,647",Tons,"7,733",30
350400,"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide . . .",,,,0,,,,,"60,944",15,1,"16,488",Tons,"3,696",72,121,0,894,Tons,"6,247",51
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",,,,0,,,,,"58,406",6,1,"53,549",Tons,"1,091","2,978",29,0,"23,630",Tons,"1,154",146
350520,"Glues based on starches, dextrins or other modified starches (excl. those put up for retail . . .",,,,0,,,,,607,4,0,430,Tons,"1,412",367,-16,0,580,Tons,"1,290",35
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, . . .",1,48,0,0,0,Tons,,,"15,863",2,0,"3,908",Tons,"4,059","4,097",20,0,"8,133",Tons,"5,780",101
350691,Adhesives based on polymers of headings 3901 to 3913 or on rubber (excl. put up for retail . . .,183,231,3,0,91,Tons,"2,011",,"49,349",8,1,"13,517",Tons,"3,651","5,452",-7,0,"32,163",Tons,"2,628",231
350699,"Glues, prepared, and other prepared adhesives, n.e.s.",269,83,7,0,46,Tons,"5,848",,"16,307",6,1,"5,490",Tons,"2,970","3,800",0,0,"4,689",Tons,"3,163",80
350710,Rennet and concentrates thereof,,,0,0,,,,,458,-12,0,22,Tons,"20,818",,,,11,Tons,"42,727",
350790,"Enzymes and prepared enzymes, n.e.s. (excl. rennet and concentrates thereof)",4,146,0,0,0,Tons,,,"69,943",1,1,"7,413",Tons,"9,435",853,-11,0,"1,831",Tons,"8,881",139
360100,Propellent powders,,,0,10,,,,,"2,445",15,1,64,Tons,"38,203",,,,103,Tons,"24,408",
360200,Prepared explosives (excl. propellent powders),,,,0,,,,,"8,266",-2,1,949,Tons,"8,710",23,,0,383,Tons,"7,608",2
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators . . .,,,0,0,,,,,"45,834",5,3,"2,212",Tons,"20,721",,,,0,Tons,,6
360410,Fireworks,,,,0,,,,,"3,255",-20,0,"3,422",Tons,951,1,,0,201,Tons,"14,517",
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excl. fireworks . . .",,,,0,,,,,"3,090",9,2,51,Tons,"60,588",1,-33,0,90,Tons,"39,622",
360500,Matches (excl. pyrotechnic articles of heading 3604),,,,15,,,,,"1,547",7,1,"2,628",Tons,589,168,-3,0,0,Tons,,7
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette . . .,,,,0,,,,,578,-1,1,178,Tons,"3,247",95,-16,0,0,Tons,,16
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine . . .",,,,0,,,,,380,-13,0,117,Tons,"3,248","1,662",-7,1,517,Tons,"1,153",-
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excl. of paper, . . .",53,,5,8,0,1000 square meters,,,"4,604",6,1,"2,025",1000 square meters,"2,274","1,108",25,0,0,1000 square meters,,-
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",,,,0,,,,,872,-3,0,53,Tons,"16,453",401,31,0,0,Tons,,2
