Product Code,Product Label,"UAE export to mexico Value in 2022, USD thousands","Mexico Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,UAE to mexico Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"mexico import from world Value in 2022, USD thousand ","Annual growthmexico import from world in value between 2018-2022, %, p.a. ","Share in world imports mexico to world, % ",Quantity exported from mexico to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"UAE Export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world exports, % ",Quantity exported from uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls . . .", , ,3, , , ,2,"166,067",3,3,"50,871",Tons,"3,264","3,856",16,0,"26,110",Tons,"2,532",36
481149,"Gummed or adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in . . .", , ,3, , , ,2,"26,640",12,5,"6,512",Tons,"4,091",719,21,0,453,Tons,"3,879",1
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or . . .", , ,2, , , ,7,"72,446",-7,2,"38,579",Tons,"1,878","8,098",2,0,"18,551",Tons,"2,085",
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or . . .", , ,1, , , ,8,"147,673",1,2,"28,901",Tons,"5,110","3,279",2,0,"24,076",Tons,"2,570",
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or . . .", , ,5, , , ,3,"29,104",-1,5,"9,782",Tons,"2,975",995,-7,0,"2,898",Tons,"2,039",
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, . . .", , ,0, , , ,11,"252,923",7,5,"94,302",Tons,"2,682","4,031",0,0,"24,098",Tons,"2,429",
481200,"Filter blocks, slabs and plates, of paper pulp", , ,0, , , ,1,938,-20,1,74, ,"12,676",35,56,0,207, ,"7,362",-
481310,Cigarette paper in the form of booklets or tubes, , ,0, , , ,1,526,-26,0,50,Tons,"10,520","1,186",12,0,123,Tons,"23,984",
481320,Cigarette paper in rolls of a width of <= 5 cm, , ,0, , , ,1,"1,774",-43,0,315, ,"5,632",137,-9,0,"10,625", ,"2,331",
481390,"Cigarette paper, whether or not cut to size (excl. in the form of booklets or tubes, and rolls . . .", , ,0, , , ,1,"1,679",-28,0,512, ,"3,279","2,190",47,0,"7,701", ,"3,180",
481420,"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the . . .", , ,5, , , ,1,"4,113",-14,0,759,Tons,"5,419","119,278",298,9,0,Tons, ,4
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excl. wallcoverings . . .", , ,3, , , ,3,847,-12,0,122,Tons,"6,943",121,-26,0,274,Tons,"11,058",1
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no . . .", , ,5, , , ,1,"9,968",-19,6,"3,774", ,"2,641",125,5,0,"2,771", ,"1,736",2
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets . . .", , ,5, , , ,3,"3,096",-8,1,207, ,"14,957",33,-21,0,788, ,"5,718",1
481710,Envelopes of paper or paperboard (excl. letter cards), , ,5, , , ,1,"12,642",-9,1,"2,992",Tons,"4,225","7,215",9,1,0,Tons, ,12
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excl. those . . .", , ,5, , , ,1,254,10,0,96,Tons,"2,646",53,-9,0,0,Tons, ,-
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment . . .", , ,5, , , ,1,51,-38,0,5,Tons,"10,200",233,2,0,412,Tons,"6,985",2
481810,Toilet paper in rolls of a width of <= 36 cm, , ,5, , , ,1,"3,833",-12,0,"1,440",Tons,"2,662","1,439",-15,0,"3,218",Tons,"2,485",7
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding . . .", , ,5, , , ,1,"36,407",-2,1,"9,134",Tons,"3,986","7,420",10,0,"6,549",Tons,"2,495",10
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres", , ,5, , , ,1,"5,290",-27,0,"1,380",Tons,"3,833",384,-11,0,"1,483",Tons,"4,510",-
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs . . .", , ,5, , , ,1,276,-30,0,73,Tons,"3,781",83,62,0,15,Tons,"21,800",3
481890,"Paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary . . .", , ,5, , , ,1,"35,449",0,1,"9,337",Tons,"3,797",622,-2,0,"2,020",Tons,"2,777",2
481910,"Cartons, boxes and cases, of corrugated paper or paperboard", , ,0, , , ,1,"794,154",3,8,"381,600",Tons,"2,081","14,409",-8,0,0,Tons, ,238
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard", , ,5, , , ,2,"348,698",3,3,"163,650",Tons,"2,131","18,582",4,0,"21,380",Tons,"4,393",204
481930,"Sacks and bags, of paper, paperboard, cellulose wadding or webs of cellulose fibres, having . . .", , ,0, , , ,1,"17,924",-1,1,"8,704",Tons,"2,059","3,809",3,0,"1,829",Tons,"2,624",29
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres . . .", , ,5, , , ,1,"52,696",5,1,"14,585",Tons,"3,613","11,902",28,0,"14,001",Tons,"4,491",36
481950,"Packing containers, incl. record sleeves, of paper, paperboard, cellulose wadding or webs of . . .", , ,5, , , ,1,"51,901",6,2,"12,738",Tons,"4,075","1,042",21,0,"7,435",Tons,"6,908",5
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used . . .", , ,5, , , ,1,"17,640",7,2,"4,295",Tons,"4,107",507,-4,0,552,Tons,"3,498",3
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, . . .", , ,5, , , ,2,"20,997",-5,1,"5,137",Tons,"4,087","1,226",-7,0,0,Tons, ,17
482020,Exercise books of paper or paperboard, , ,5, , , ,1,"21,660",-10,3,"6,645",Tons,"3,260",882,-11,0,0,Tons, ,121
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard", , ,5, , , ,1,"5,211",-6,1,"1,523",Tons,"3,422",217,-11,0,"3,900",Tons,"2,121",2
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard", , ,5, , , ,1,308,-27,1,30,Tons,"10,267",49,10,0,662,Tons,"1,903",
482050,"Albums for samples or collections, of paper or paperboard", , ,5, , , ,1,835,-12,1,230, ,"3,630",115,11,0,0, , ,-
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers . . .", , ,5, , , ,1,"1,255",-16,0,483,Tons,"2,598",802,-17,0,443,Tons,"5,372",5
482110,"Paper or paperboard labels of all kinds, printed", , ,0, , , ,1,"187,852",0,4,"45,513",Tons,"4,127","13,574",4,0,"2,362",Tons,"6,746",101
482190,"Paper or paperboard labels of all kinds, non-printed", , ,0, , , ,1,"97,315",5,7,"21,340",Tons,"4,560","1,714",-13,0,"2,992",Tons,"3,672",26
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not . . .", , ,5, , , ,1,572,-22,1,208,Tons,"2,750",77,496,0,434,Tons,"1,067",
482290,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not . . .", , ,5, , , ,1,"10,907",-9,2,"3,423",Tons,"3,186","1,240",22,0,0,Tons, ,20
482320,"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square . . .", , ,0, , , ,2,"27,997",5,3,"2,215",Tons,"12,640",195,4,0,"4,409",Tons,"5,143",7
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, . . .", , ,0, , , ,1,"1,046",-25,1,134, ,"7,806",375,-35,0,"2,137", ,"3,674",2
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard", , ,5, , , ,1,"3,721",219,6,"6,778", ,549,159,23,0,18, ,"7,111",
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excl. of bamboo paper or . . .", , ,5, , , ,1,"78,955",13,2,"20,622",Tons,"3,829","13,060",24,0,"15,724",Tons,"2,580",
482370,"Moulded or pressed articles of paper pulp, n.e.s.", , ,4, , , ,4,"44,430",-1,2,"13,651",Tons,"3,255",146,22,0,"4,132",Tons,"2,523",5
482390,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a . . .", , ,3, , , ,18,"339,459",5,6,"146,123",Tons,"2,323","2,220",-16,0,"31,235",Tons,"3,379",
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded . . .", , ,8, , , ,N/A,"73,310",13,5,"13,199",Tons,"5,554","5,904",0,0,0,Tons, ,35
490191,"Dictionaries and encyclopaedias, and serial instalments thereof", , ,0, , , ,N/A,"1,813",-11,2,186,Tons,"9,747",431,45,0,0,Tons, ,1
490199,"Printed books, brochures and similar printed matter (excl. those in single sheets; dictionaries, . . .","1,153",3,2,81,Tons,"14,235",N/A,"253,843",-6,2,"17,815",Tons,"14,249","45,736",-2,0,0,Tons, ,-
490210,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising . . .", , ,0, , , ,N/A,51,-50,0,67, ,761,295,-8,0,249, ,"3,048",-
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising . . .", , ,0, , , ,N/A,"1,323",-37,0,239, ,"5,536",402,-21,0,0, , ,-
490300,"Children's picture, drawing or colouring books", , ,8, , , ,N/A,"7,789",2,0,"1,192",Tons,"6,534","1,823",5,0,0,Tons, ,-
490400,"Music, printed or in manuscript, whether or not bound or illustrated", , ,0, , , ,N/A,50,-52,0,1, ,"50,000",46,-28,0,8, ,"24,375",
490510,"Globes, printed (excluding relief globes)", , , , , , ,,0, ,0, , , ,2,-12,0,0, , ,
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, . . .", , ,8, , , ,N/A,4,-50,0,0, , ,10,15,0,2, ,"23,500",
490599,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps and topographical . . .", , ,8, , , ,N/A,82,-22,0,0, , ,11,-35,0,21, ,"20,762",
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or . . .", , ,5, , , ,N/A,500,6,1,21,Tons,"23,810","3,048",-9,4,0,Tons, ,1
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they . . .", , , , , , ,,0, ,0, , , ,"10,323",-54,1,0, , ,
490810,"Transfers ""decalcomanias"", vitrifiable", , ,8, , , ,N/A,445,-16,0,46,Tons,"9,674",117,-54,0,0,Tons, ,1
490890,"Transfers ""decalcomanias"" (excl. vitrifiable)", , ,12, , , ,N/A,"50,277",-6,5,589,Tons,"85,360",158,-43,0,0,Tons, ,6
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, . . .", , ,15, , , ,N/A,"4,860",-17,0,"1,089",Tons,"4,463",120,-13,0,0,Tons, ,-
491000,"Calendars of any kinds, printed, incl. calendars blocks", , ,15, , , ,N/A,"3,438",-4,1,"1,279",Tons,"2,688",355,-11,0,85,Tons,"9,529",-
491110,"Trade advertising material, commercial catalogues and the like", , ,7, , , ,N/A,"64,986",-9,2,"19,801",Tons,"3,282","3,423",-17,0,0,Tons, ,12
491191,"Pictures, prints and photographs, n.e.s.", , ,11, , , ,N/A,"34,817",-1,2,0,No quantity, ,"1,271",16,0,521,No quantity,"13,833",-
491199,"Printed matter, n.e.s.", , ,12, , , ,N/A,"185,031",4,4,"15,599",Tons,"11,862","12,377",-8,0,"1,253",Tons,"52,393",72
500200,"Raw silk ""non-thrown""", , , , , , ,,0, ,0, , , ,81, ,0,46, ,"57,674",-
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut", , ,10, , , ,1,0, ,0, ,Tons, ,1,-27,0,0,Tons, ,
500710,Woven fabrics of noil silk, , , , , , ,,0, ,0, , , ,70,-31,1,4, ,"97,750",
500720,Woven fabrics containing >= 85% silk or schappe by weight, , ,10, , , ,1,76,-60,0,1, ,"76,000",149,1,0,178, ,"183,674",-
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight", , , , , , ,,0, ,0, , , ,182,-13,0,0, , ,-
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excl. shorn wool)", , , , , , ,,0, ,0, , , ,379,5,0,5, ,"3,200",
510129,"Degreased wool, non-carbonised, neither carded nor combed (excl. shorn wool)", , , , , , ,,0, ,0, , , ,387,-16,1,0, , ,
510130,"Carbonised wool, neither carded nor combed", , , , , , ,,0, ,0, , , ,1,-36,0,0, , ,
510510,"Wool, carded", , , , , , ,,0, ,0, , , ,5,12,0,0, , ,
510529,"Wool, combed (excl. that in fragments ""open tops"")", ,0,0, , , ,2,839,-72,0,54, ,"15,537", , , ,596, ,"4,492",1
510540,"Coarse animal hair, carded or combed", , , , , , ,,0, ,0, , , ,1,137,0, , , ,
510710,Yarn of combed wool containing >= 85% wool by weight (excl. that put up for retail sale), , ,10, , , ,1,0, ,0, ,Tons, ,11,-45,0,4,Tons,"23,750",
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale", , , , , , ,,0, ,0, , , ,1, ,0,0, , ,
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail . . .", , , , , , ,,0, ,0, , , ,1,-21,0,13, ,"14,154",
511111,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing . . ., , ,10, , , ,2,414,-49,0,6,Tons,"69,000",9,-6,0,7,Tons,"14,143",1
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing . . ., , ,10, , , ,2,22,-57,0,1,Tons,"22,000",44,8,0,15,Tons,"45,133",
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by . . .", , ,10, , , ,2,10,-63,0,0, , ,3,-51,0,3, ,"50,000",
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by . . .", , ,10, , , ,2,60,-42,0,2,Tons,"30,000",62,112,0,22,Tons,"20,682",
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by . . .", , ,10, , , ,1,2,-65,0,0, , ,16,-8,0,3, ,"44,333",-
511211,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing . . ., , ,10, , , ,2,"6,355",-31,1,106,Tons,"59,953",59,25,0,66,Tons,"74,742",2
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing . . ., , ,10, , , ,3,"1,456",-21,0,28,Tons,"52,000",335,33,0,0,Tons, ,-
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by . . .", ,0,10, , , ,2,6,-74,0,0,Tons, , , , ,5,Tons,"103,000",
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by . . .", , ,10, , , ,3,0, ,0, ,Tons, ,6,-56,0,0,Tons, ,-
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by . . .", , ,10, , , ,1,182,-37,0,3, ,"60,667",2,-49,0,0, , ,
520100,"Cotton, neither carded nor combed", , ,0, , , ,24,"301,369",-7,1,"109,945",Tons,"2,741","3,190",-58,0,"12,960",Tons,"2,495",-
520210,"Cotton yarn waste, incl. thread waste", , ,0, , , ,1,67,-2,0,87,Tons,770,1,-61,0,206,Tons,757,
520291,Garnetted stock of cotton, , , , , , ,,0, ,0, , , ,72, ,0,147, ,"1,347",-
520299,"Cotton waste (excl. yarn waste, thread waste and garnetted stock)", , ,0, , , ,10,"3,736",-3,1,"4,223",Tons,885,33,-3,0,622,Tons,"1,532",
520300,"Cotton, carded or combed", , ,0, , , ,5,"3,179",-2,1,"2,511", ,"1,266",10,2,0,355, ,"3,406",-
520411,"Sewing thread, containing >= 85% cotton by weight (excl. that put up for retail sale)", , ,10, , , ,1,217,-14,0,10, ,"21,700",6,-57,0,73, ,"7,301",
520419,"Sewing thread, containing predominantly, but < 85% cotton by weight (excl. that put up for . . .", , ,10, , , ,1,31,-15,0,2, ,"15,500",39,-41,0,28, ,"5,536",
520420,"Cotton sewing thread, put up for retail sale", , ,10, , , ,1,95,-18,0,11,Tons,"8,636",30,-11,0,76,Tons,"8,513",-
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .", , ,10, , , ,1,0, ,0, ,Tons, ,6,-69,0,7,Tons,"30,286",
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .", , ,10, , , ,1,"1,105",-67,0,331,Tons,"3,338",2,-80,0,934,Tons,"4,496",-
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear . . .", ,0,10, , , ,1,176,-53,0,44, ,"4,000", , , ,19, ,"2,789",-
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , ,10, , , ,1,353,-5,0,70, ,"5,043",15,-51,0,419, ,"5,809",-
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , , , , , ,,0, ,0, , , ,275, ,0,157, ,"5,115",
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear . . .", , , , , , ,,0, ,0, , , ,1, ,0,0, , ,
520543,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .", , , , , , ,,0, ,0, , , ,135, ,0,33, ,"10,636",
520548,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight . . .", , , , , , ,,0, ,0, , , ,302,841,0,69, ,"8,420",
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres . . .", , , , , , ,,0, ,0, , , ,11, ,0,66, ,"1,864",
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres . . .", ,0,10, , , ,1,527,-52,0,172,Tons,"3,064", , , ,33,Tons,"1,909",
520645,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, . . .", , , , , , ,,0, ,0, , , ,2,-40,0, , , ,
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excl. sewing thread)", ,0,10, , , ,1,26,-63,0,4,Tons,"6,500", , , ,37,Tons,"9,297",
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excl. . . .", , ,10, , , ,1,49,-30,0,13,Tons,"3,769",32,6,0,21,Tons,"14,667",
520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², . . .", , , , , , ,,0, ,0, , , ,36,-26,0,363, ,"11,592",-
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .", ,0,10, , , ,1,14,-70,0,2, ,"7,000", , , ,473, ,"6,810",-
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread . . .", ,0,10, , , ,1,172,-41,0,26, ,"6,615", , , ,70, ,"8,486",
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², unbleached . . .", , , , , , ,,0, ,0, , , ,234,-33,0,0, , ,-
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², . . .", , ,10, , , ,1,778,3,0,71,No quantity,"10,958",15,-60,0,0,No quantity, ,-
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .", , ,10, , , ,1,"4,507",-4,1,491, ,"9,179",7,-31,0,213, ,"10,052",1
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread . . .", ,0,10, , , ,1,"1,214",-9,1,99, ,"12,263", , , ,47, ,"11,128",
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², bleached . . .", , ,10, , , ,2,"4,977",-3,1,366, ,"13,598",455,34,0,272, ,"12,691",1
520831,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², . . .", , ,10, , , ,1,185,-19,0,12, ,"15,417",43,19,0,"2,277", ,"14,552",1
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .", , ,10, , , ,1,"5,765",5,1,520,Tons,"11,087",21,-31,0,"1,089",Tons,"10,747",6
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread . . .", ,0,10, , , ,1,"1,530",-29,1,97, ,"15,773", , , ,84, ,"11,226",1
520839,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², dyed . . .", , ,10, , , ,2,"4,374",-7,1,263, ,"16,631",389,31,0,"1,431", ,"13,531",2
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², . . .", , ,10, , , ,1,821,-19,1,28, ,"29,321",27, ,0,235, ,"32,860",-
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .", , ,10, , , ,1,"12,108",3,2,568, ,"21,317",30,-15,0,125, ,"17,176",2
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread . . .", , ,10, , , ,1,"3,264",-13,1,128, ,"25,500",1,6,0,150, ,"10,127",2
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², made . . .", , ,10, , , ,1,"5,403",-20,1,216, ,"25,014",86,-27,0,0, , ,2
520851,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², . . .", , ,10, , , ,1,153,-29,0,5, ,"30,600",9,-59,0,0, , ,1
520852,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 . . .", , ,10, , , ,1,"3,420",-28,0,231, ,"14,805",82,-9,0,681, ,"18,065",1
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², printed . . .", , ,10, , , ,3,"2,083",-22,1,120, ,"17,358",68,-34,0,0, , ,2
520911,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², . . .", , ,10, , , ,1,173,-39,0,36, ,"4,806",23,-18,0,0, , ,1
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², in three-thread . . .", , ,10, , , ,1,604,-42,0,119,Tons,"5,076",1, ,0,55,Tons,"4,436",
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², unbleached . . .", , ,10, , , ,2,0, ,0, ,Tons, ,8,-59,0,0,Tons, ,-
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², in three-thread . . .", ,0,10, , , ,1,"5,132",-18,3,591, ,"8,684", , , ,172, ,"8,023",
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², bleached . . .", , ,10, , , ,2,183,-51,0,17, ,"10,765",1,31,0,330, ,"3,509",
520931,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², . . .", , ,10, , , ,1,"7,742",2,3,653,Tons,"11,856",95,-9,0,137,Tons,"8,350",-
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², in three-thread . . .", , ,10, , , ,1,"56,640",-10,7,"6,263",Tons,"9,044",341,206,0,530,Tons,"7,998",2
520939,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², dyed (excl. . . .", , ,10, , , ,2,"31,662",-17,3,"2,402",Tons,"13,182",167,-18,0,730,Tons,"6,629",6
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², . . .", , , , , , ,,0, ,0, , , ,16,4,0,45, ,"9,844",
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m², made of yarn of different . . .", , ,10, , , ,4,"99,218",-11,4,"11,928",Tons,"8,318",419,-13,0,"2,163",Tons,"6,489",17
520949,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², made of . . .", , ,10, , , ,1,152,-51,0,11,Tons,"13,818",3,-47,0,79,Tons,"10,291",
520951,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², . . .", ,0,10, , , ,1,84,-45,0,8,Tons,"10,500", , , ,81,Tons,"5,259",
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², in three-thread . . .", , , , , , ,,0, ,0, , , ,1,-11,0,44, ,"14,523",
520959,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², printed . . .", , ,10, , , ,2,200,-40,0,17, ,"11,765",13,-32,0,155, ,"10,135",1
521011,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed . . .", , , , , , ,,0, ,0, , , ,1, ,0,418, ,"4,100",-
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally . . .", , , , , , ,,0, ,0, , , ,3,-51,0,84, ,"6,655",
521021,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed . . .", ,0,10, , , ,1,"2,562",-4,2,374, ,"6,850", , , ,"1,730", ,"6,112",
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally . . .", , ,10, , , ,3,"3,914",-7,4,458, ,"8,546",9,-11,0,185, ,"7,281",
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed . . .", , ,10, , , ,1,"8,673",-11,3,588, ,"14,750",4,50,0,854, ,"7,931",3
521032,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally . . .", ,0,10, , , ,1,406,-33,0,29, ,"14,000", , , ,68, ,"10,706",2
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally . . .", , ,10, , , ,2,"1,204",-24,1,85, ,"14,165",4,-41,0,150, ,"6,947",1
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed . . .", , ,10, , , ,1,"2,829",-8,2,186, ,"15,210",30,13,0,16, ,"16,188",
521049,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally . . .", ,0,10, , , ,2,"4,547",-16,2,282, ,"16,124", , , ,28, ,"11,964",2
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed . . .", , ,10, , , ,1,14,-60,0,2, ,"7,000",27,37,0,450, ,"7,587",1
521059,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally . . .", , , , , , ,,0, ,0, , , ,22,-44,0,0, , ,
521111,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed . . .", , , , , , ,,0, ,0, , , ,2, ,0,12, ,"10,000",
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally . . .", , ,10, , , ,2,0, ,0, ,Tons, ,1, ,0,0,Tons, ,
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally . . .", ,0,10, , , ,4,287,-45,0,26,Tons,"11,038", , , ,5,Tons,"5,600",
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed . . .", , ,10, , , ,1,70,-43,0,5, ,"14,000",50,35,0,0, , ,1
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally . . .", ,0,10, , , ,1,"3,705",17,1,323, ,"11,471", , , ,3, ,"11,667",1
521139,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally . . .", , ,10, , , ,2,"8,447",-1,3,644,Tons,"13,116",137,74,0,158,Tons,"6,639",2
521141,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed . . .", , , , , , ,,0, ,0, , , ,4, ,0,1, ,"84,000",
